=======r,R1,R2
5885;5884,5587996591;7,3531148611117;5,4359720039688;13,26454343254
5882;5940,3683073081;4,6308583887683;4,875;11,900535484903
5880;4033,7754825392;5,8392662227742;15,59355193706;15,662123365631
5880;5878,6576459213;6,0174125974673;8,131698311753;14,733126883182
5876;5877,2714747521;5,9947071037663;9,3518499609092;14,223278532338
5873;5823,3118040483;6,9116510032464;14,903079574675;16,708793860389
5865;7751,6528416369;6,7372227643524;5,1143656214952;12,371508478638
5863;5859,18289403;6,3965264117509;6,4136692688937;13,113669268894
5856;5995,8825777835;4,3715971044651;4,8796138539131;10,693347158237
5800;5923,1607706898;4,5379901575126;4,9258006677235;10,064438717977
5791;5820,0852501434;6,1700459722374;4,875;9,9029757626902
5782;5779,1539227347;4,898750764437;5,4330364787227;12,413036478723
5778;5778,7647359703;7,1493891775752;13,413674891861;14,222246320432
5775;5779,306532677;5,9508802352797;6,8451659495654;12,412308806708
================initial 0.7


7970,5341.0072647947,6.6609756708453,12.210975670845,14.760975670845
7962,7963.1619389478,7.3037205245858,8.0152470480894,13.914833069153
7935,7870.4142118724,3.4975662632031,14.840411525592,19.543702700686
7805,7819.1712923388,8.1400184206774,16.8615,17.336386176985
7758,7653.981491961,6.9382674890499,16.8615,17.73267311695
7643,7606.5896311057,6.4709504676469,12.454523858333,15.11942499787
7532,7534.05864,6.33,8.65,14.08
7451,7409.253456075,6.1134466348803,15.362743375349,16.315560694089
7449,7531.1028110302,8.5041446299993,10.439458218239,17.555532430299
7427,7445.9567,6.07,8.83,12.69
7406,7332.6649048055,8.8078165446179,16.8615,18.909281086704
7365,7156.4697998179,7.6935646023119,15.355510028982,20.25
7350,7347.1312146025,10.1115,16.8615,19.568771451603
7303,7361.4605471443,6.0574914154047,8.4415693840624,11.388303962742
7252,7254.0117672066,5.5651018696504,10.887372156616,15.111451410869
7245,6409.5112073311,8.4252365606377,16.8615,18.45477210586
7166,7110.6167487821,5.030726244692,16.8615,19.703249619527
7970,5935.8855304408,8.0204564924826,14.276170778197,15.754742206768
7962,7959.7867038559,6.4525308262615,8.4068165405472,13.608245111976
7935,7821.3998070344,7.4009960568555,15.684544013634,18.98878933645
7805,7589.1584243144,6.6562414991755,16.857992154299,16.897163738941
7758,7680.1735933449,7.8214031151847,16.187162802276,18.198877225677
7643,7623.6421122752,7.8036302277376,13.023630227738,14.557915942023
7532,7535.2097342381,6.0477388691193,9.4677388691193,13.159167440548
7451,7360.3012684331,6.4472528479269,15.227252847927,16.248681419355
7449,7481.69219814,7.50854059941,13.695683456553,15.345683456553
7427,7428.4161457034,6.5767686065611,7.8496257494182,13.326768606561
7406,7211.5057577105,8.3363920121175,16.8615,18.300796397164
7365,5891.8122191251,6.958175858267,12.231033001124,16.809604429696
7350,5834.1617765295,6.8326407458705,14.448355031585,15.584069317299
7303,7314.3872426999,5.3919283410137,7.157642626728,11.961928341014
7252,7253.8713,5.66,11.99,13.59
7245,5834.5708675096,7.2300314988722,15.961460070301,16.475745784586
7166,6956.9473604543,7.0585041256292,16.8615,18.659296991777
7119,6974.5538137916,7.5207180045636,15.387860861706,15.574908480754
7111,5537.7781281587,8.2770809969093,14.467080996909,15.915652425481
7044,7052.6826962634,6.740875700851,12.080875700851,14.809447129422
7040,5187.2252995299,7.2196356287238,15.115349914438,16.379635628724
7028,7020.906316951,6.540954284699,7.5352399989847,11.726668570413
6942,6734.7888945363,5.2502149348108,14.758786363382,15.927357791954
6814,5645.9642045864,8.1209539912153,14.433811134072,15.583811134072
6809,6649.4492841569,5.4421171102242,16.687660372547,16.883588793073
6802,6803.120201242,6.6103060925507,9.3331632354079,13.631734663979
6787,3141.1573179789,4.5451032865417,15.053674715113,15.642246143685
6764,6729.0721738088,5.9347448846992,16.761769238714,17.1996572145
6761,6762.0148338723,5.9346614017958,8.6989471160815,12.694661401796
6725,6516.7730307516,9.621272642135,16.8615,17.079614049911
6690,6686.23872,6.84,9.87,14.48
6600,6613.6030858186,6.1193570453125,15.340785616741,14.313642759598
6474,6477.6222113867,6.8370790511077,12.719936193965,14.319936193965
6433,6433.1644,7.26,11.96,13.77
6416,4505.1540939479,5.7030108777468,14.713010877747,16.158725163461
6412,6415.651489696,5.6493277645767,13.387899193148,13.913613478862
6400,6400.5259201637,6.206317024513,16.849873680293,15.153715804937
6360,3625.4632519737,6.4750276068655,15.122170464008,15.42074189258
6337,6373.7705743653,6.7672121366766,12.398640708105,14.795783565248
6240,6240.51936,5.94,11.92,14.24
6232,2580.669884732,7.8381012908919,12.680958433749,15.458101290892
6173,5946.834101769,7.3187195212064,14.541723618029,15.883192630176
6160,6162.8702157683,7.199101538526,9.9019586813832,14.007672967097
6117,6101.1827258397,5.6088630008839,8.2845772865981,12.647434429455
6062,4058.995757966,6.4114647294541,13.881464729454,14.86575044374
6051,6146.6831306954,7.7129847746323,6.6301276317752,11.150127631775
6048,6056.0406409428,6.3708230514768,14.432251622905,14.356537337191
6035,6037.6598672856,5.380680967273,6.2792523958444,12.549252395844
6024,5969.5378528755,7.4275239028358,16.726407019719,15.688580179892
6023,6098.1345514149,5.5726328162409,6.8297756733837,11.936918530527
5993,9666.8495189268,6.7154345215071,5.0325773786499,12.855434521507
5985,5989.6163356994,4.8690869845479,5.1605155559765,13.349086984548
5971,5970.0150603918,5.5209463442141,9.3152320584998,14.713803487071
5962,5959.2381787068,5.4633612558734,7.5976469701591,13.709075541588
5944,5967.3500561343,7.3277418816831,5.5748847388259,12.162027595969
5940,6026.5648963853,5.8018547252414,5.1382616516483,11.418971608358
5927,5925.5039873811,5.0644318119204,13.097288954778,15.288717526206
5885,5891.8899898667,6.213085669216,5.8187999549303,13.107371383502
5882,6100.4048249397,6.8094281425795,5.0237992940119,11.717963873481
5880,3955.3383483002,8.6707519490847,14.663609091942,15.833609091942
5880,5885.1943245607,6.1571856987783,8.4443285559211,14.158614270207
5876,5876.1099191297,5.7301954060747,10.587338263218,13.413052548932
5873,5847.0260847297,6.5947544236468,15.633799411866,16.677554294201
5865,5879.4764841784,5.067221764163,4.875,8.3261270434227
5863,5869.3227444048,6.5645157183954,7.1145157183954,12.535944289824
5856,5898.5908191583,5.4250050703546,4.875,10.212128346077
5800,5932.6765091029,5.0921293298556,4.875,10.080167220389
5791,6023.0617197017,5.3083373216357,4.875,10.50198676258
5782,6018.1716213924,5.5943462073792,5.8873032815335,12.069816487593
5778,5732.2276323139,6.7615635522728,13.038749699459,15.229009439719
5775,5775.4007979644,6.4559623231401,7.7745337517115,11.264533751711

================== stopping value 200
7970,5590.002048294,8.6182739951214,13.121131137979,14.591131137979
7962,7962.3700571788,7.3564595150924,8.2093166579496,13.63931665795
7935,6674.1645606309,5.3068681066682,13.251153820954,16.221153820954
7805,7638.9230141935,9.5080298147943,16.8615,16.146771153284
7758,7636.2000194011,5.7791058419473,16.8615,17.737273220811
7643,7640.3978323654,6.0396688766031,13.013954590889,14.753954590889
7532,7543.26312,6.9,8.49,14.19
7451,7369.759713868,5.3222275600222,16.8615,14.117513116242
7449,7454.0695161595,7.0729142835943,14.628628569309,14.685771426451
7427,7429.7521258247,6.2346685996228,8.1732400281942,13.144668599623
7406,7268.1579361585,8.7442409642438,16.8615,18.491605605939
7365,7217.1601895486,9.5314843286912,16.8615,19.39089615182
7350,5985.0343283915,7.9657854199297,12.404356848501,16.561499705644
7303,7295.1691208737,5.410119521145,5.4029766640021,12.615833806859
7252,7253.0430741027,6.8534762097805,11.18347620978,14.469190495495
7245,5543.4817538673,7.4834320580789,14.927717772365,15.709146343793
7166,7088.8591404991,9.1350547766323,16.8615,19.078286699727
7970,6022.8510315073,7.6531078291406,14.257393543426,16.340250686283
7962,7962.685892021,4.6035759497045,6.695004521133,16.393575949704
7935,7887.2764089908,9.733363439578,16.8615,18.777800301901
7805,7646.9810589528,9.41728000391,16.664973566197,16.340834987747
7758,7658.6625202786,8.2028732290195,16.8615,17.671496324738
7643,7675.4805398933,7.4097110195057,14.25542530522,13.631139590934
7532,7531.7747972835,5.6478821702112,8.3850250273541,14.526453598783
7451,7445.0861425453,7.9046302935875,15.7958882081,15.919227042038
7449,7350.0743349163,7.6479811471831,13.063695432897,15.29083829004
7427,7432.6694089716,6.6013889055985,8.9085317627414,12.461388905598
7406,6462.0912681365,8.1755777312482,16.00414915982,14.531292016962
7365,6205.7160973565,5.963010023567,15.433010023567,16.124438594996
7350,5808.0680729513,8.2967145178192,11.098143089248,16.188143089248
7303,7294.1330170515,4.406276778426,7.816276778426,11.899133921283
7252,7250.5425,5.94,11.81,13.77
7245,5361.8500182065,6.6782406304529,11.819669201881,16.522526344739
7166,7039.9125029168,8.9670046929184,16.8615,18.847509845056
7119,7118.9165760776,8.5419069275788,13.977924243596,16.769647187319
7111,5437.6083527803,6.7569354156184,14.114078272761,15.969792558476
7044,7043.4479348771,5.9180700545383,12.18664148311,14.782355768824
7040,5037.2613618462,7.0184661526465,14.741323295504,15.831323295504
7028,7014.8065216031,5.3213150226437,6.0213150226437,15.547029308358
6942,6788.4284848261,5.4846266097058,15.268912323992,15.413198038277
6814,6668.9393552424,8.1820469408843,16.8615,18.956551827151
6809,5302.0513388607,6.7958501877956,12.55156447351,14.095850187796
6802,6809.9911144165,6.9786601674484,9.0929458817341,14.034374453163
6787,3283.060658131,7.7648867678785,15.862029625021,16.234886767878
6764,6633.1425099927,7.3293889807419,15.646960817668,17.404718277975
6761,6765.9555701722,7.0437207718876,8.9465779147448,12.126577914745
6725,6599.4859736788,8.8854755363901,16.8615,17.626295761261
6690,6691.99356,6.62,10.44,13.52
6600,6605.2692694192,6.3621729877049,14.570744416276,15.983601559133
6474,6370.9186099313,4.6751873739554,12.252330231098,14.618044516812
6433,6442.254,6.21,12.15,13.64
6416,4595.8313078151,5.8954776755313,15.432620532674,15.939763389817
6412,6408.9265740492,5.1481678792267,12.016739307798,15.798167879227
6400,6357.0705807877,6.6012873337003,15.764581763956,16.556582956013
6360,3530.3033739784,7.8879468699322,13.656518298504,15.759375441361
6337,6337.7852944576,6.4915063981719,12.211506398172,14.811506398172
6240,6240.8529042504,6.2051845218824,12.163755950454,14.050898807597
6232,2975.9082605789,7.7501893832635,16.100189383264,16.563046526121
6173,6035.2162497771,7.0991408229256,14.565938362071,16.465811152362
6160,6159.1208083929,6.7331417238181,10.938856009532,13.164570295247
6117,6108.5840779924,5.9831991636974,6.8903420208403,14.357484877983
6062,4309.4667600204,5.6111330688531,15.168275925996,15.475418783139
6051,6056.9416678533,5.0758171377233,5.6949029748509,12.646311382419
6048,5922.311079615,7.1594074397039,13.105121725418,15.575121725418
6035,6032.3542744742,4.0641490177623,5.4212918749052,13.478434732048
6024,5918.6203194074,5.5922053627563,16.544215161279,16.04910826936
6023,6026.3837207164,5.0024919441287,6.7767776584145,12.818206229843
5993,9643.4804097744,5.3358554526299,6.5358554526299,11.268712595487
5985,6001.8496255381,7.5445262714922,4.875,13.095954842921
5971,5977.8821216303,6.6138116706759,9.9566688135331,13.638097384962
5962,5959.6236,6.26,7.7,13.35
5944,5924.9804284324,5.7161683997255,4.9133112568683,13.034739828297
5940,5947.9963843701,3.3649189053132,4.875,12.094687333732
5927,5870.5825294375,6.297409409936,13.211695124222,14.727409409936
5885,5887.5507059111,6.6067013835752,6.663844240718,12.229558526432
5882,5978.3611912205,6.1806455504598,4.875,11.627304915958
5880,4039.109189365,5.7230218427017,15.668736128416,15.630164699845
5880,5878.9189654141,6.9941607315685,8.9384464458542,13.027017874426
5876,5877.5364319283,5.1326226198519,9.7169083341376,14.038336905566
5873,5716.800060186,5.8405192071246,14.753298427904,16.379272453878
5865,6017.8237041714,3.25,4.875,8.9311958163215
5863,5867.3634355603,6.5526430737512,7.7169287880369,12.018357359466
5856,6016.0288873393,6.0760581033406,4.875,10.460592496866
5800,5798.1213314667,5.9413217955846,4.9480345834479,9.5380767833659
5791,5959.4735120444,5.581182518211,4.875,10.314197992454
5782,5771.4149392514,7.2006582715412,5.1278011286841,12.133515414398
5778,5787.2855847381,7.041912761853,13.549055618996,14.016198476139
5775,5773.0819764279,6.0011308268802,5.8097022554516,13.469702255452
